supplier_id,supplier_name,supplier_type,risk_level,compliance_issues,key_terms,past_performance,negotiate_recommendation,supply_chain_disruption,quality_metrics,cost_metrics
S2213,Supplier 2213,Retailer,Low,,"60-day payment, 7-day delivery",Poor,Seek alternative suppliers,No,"4.17% defect rate, Meets standards","$59.86/unit, $6809.25 total cost"
S2214,Supplier 2214,Service Provider,Medium,Non-Compliance with Standards,"30-day payment, 5-day delivery",Poor,"Include compliance monitoring, Adjust delivery schedules",Yes,"1.99% defect rate, Meets standards","$68.91/unit, $5022.33 total cost"
S2215,Supplier 2215,Service Provider,Low,Late Delivery,"60-day payment, 7-day delivery",Excellent,Include penalty clauses for late delivery,Yes,"4.45% defect rate, Meets standards","$59.42/unit, $5359.65 total cost"
S2216,Supplier 2216,Distributor,Low,Late Delivery,"60-day payment, 7-day delivery",Fair,Adjust delivery schedules,No,"4.73% defect rate, Meets standards","$52.78/unit, $5652.33 total cost"
S2217,Supplier 2217,Retailer,Medium,Substandard Quality,"30-day payment, 5-day delivery",Poor,"Seek alternative suppliers, Include penalty clauses for late delivery",Yes,"1.45% defect rate, Meets standards","$66.47/unit, $5622.91 total cost"
S2218,Supplier 2218,Distributor,High,Late Delivery,"45-day payment, 10-day delivery",Poor,"Include penalty clauses for late delivery, Include compliance monitoring, Seek alternative suppliers",No,"1.46% defect rate, Meets standards","$68.35/unit, $5986.37 total cost"
S2219,Supplier 2219,Distributor,Low,Non-Compliance with Standards,"45-day payment, 10-day delivery",Fair,Adjust delivery schedules,No,"3.58% defect rate, Meets standards","$56.81/unit, $5280.02 total cost"
S2220,Supplier 2220,Retailer,Medium,Late Delivery,"45-day payment, 10-day delivery",Fair,"Adjust delivery schedules, Include penalty clauses for late delivery",No,"3.07% defect rate, Meets standards","$50.44/unit, $6693.76 total cost"
S2221,Supplier 2221,Manufacturer,Medium,,"30-day payment, 5-day delivery",Good,"Adjust delivery schedules, Include compliance monitoring",No,"4.61% defect rate, Meets standards","$66.11/unit, $6041.56 total cost"
S2222,Supplier 2222,Distributor,Medium,,"45-day payment, 10-day delivery",Excellent,"Include penalty clauses for late delivery, Seek alternative suppliers",Yes,"4.21% defect rate, Meets standards","$56.5/unit, $6963.88 total cost"
S2223,Supplier 2223,Manufacturer,Low,,"60-day payment, 7-day delivery",Excellent,Include penalty clauses for late delivery,Yes,"3.01% defect rate, Meets standards","$60.95/unit, $6244.53 total cost"
S2224,Supplier 2224,Service Provider,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Good,"Include compliance monitoring, Include penalty clauses for late delivery, Seek alternative suppliers",Yes,"1.27% defect rate, Meets standards","$65.69/unit, $5815.34 total cost"
S2225,Supplier 2225,Distributor,High,,"60-day payment, 7-day delivery",Poor,"Adjust delivery schedules, Include compliance monitoring, Include penalty clauses for late delivery",Yes,"1.4% defect rate, Meets standards","$59.54/unit, $5663.02 total cost"
S2226,Supplier 2226,Retailer,Medium,Non-Compliance with Standards,"45-day payment, 10-day delivery",Poor,"Include compliance monitoring, Adjust delivery schedules",Yes,"2.79% defect rate, Meets standards","$55.85/unit, $6730.82 total cost"
S2227,Supplier 2227,Manufacturer,Low,Late Delivery,"60-day payment, 7-day delivery",Fair,Include compliance monitoring,Yes,"2.22% defect rate, Meets standards","$67.13/unit, $6756.38 total cost"
S2228,Supplier 2228,Service Provider,High,,"45-day payment, 10-day delivery",Excellent,"Seek alternative suppliers, Adjust delivery schedules, Include compliance monitoring",Yes,"4.77% defect rate, Meets standards","$68.46/unit, $5487.11 total cost"
S2229,Supplier 2229,Service Provider,Medium,Non-Compliance with Standards,"45-day payment, 10-day delivery",Poor,"Seek alternative suppliers, Include compliance monitoring",Yes,"3.66% defect rate, Meets standards","$64.34/unit, $5980.7 total cost"
S2230,Supplier 2230,Manufacturer,High,Non-Compliance with Standards,"60-day payment, 7-day delivery",Excellent,"Include compliance monitoring, Include penalty clauses for late delivery, Adjust delivery schedules",Yes,"2.08% defect rate, Meets standards","$50.24/unit, $5864.19 total cost"
S2231,Supplier 2231,Service Provider,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Poor,"Include penalty clauses for late delivery, Adjust delivery schedules, Include compliance monitoring",Yes,"2.43% defect rate, Meets standards","$50.86/unit, $6732.03 total cost"
S2232,Supplier 2232,Retailer,Low,Non-Compliance with Standards,"45-day payment, 10-day delivery",Good,Adjust delivery schedules,Yes,"1.32% defect rate, Meets standards","$61.55/unit, $5456.49 total cost"
S2233,Supplier 2233,Distributor,Medium,,"45-day payment, 10-day delivery",Fair,"Include penalty clauses for late delivery, Seek alternative suppliers",No,"2.0% defect rate, Meets standards","$65.52/unit, $5301.93 total cost"
S2234,Supplier 2234,Retailer,High,Non-Compliance with Standards,"30-day payment, 5-day delivery",Fair,"Seek alternative suppliers, Include penalty clauses for late delivery, Adjust delivery schedules",No,"2.28% defect rate, Meets standards","$52.83/unit, $5898.33 total cost"
S2235,Supplier 2235,Distributor,High,Late Delivery,"30-day payment, 5-day delivery",Excellent,"Seek alternative suppliers, Include penalty clauses for late delivery, Include compliance monitoring",No,"3.57% defect rate, Meets standards","$68.05/unit, $5906.25 total cost"
S2236,Supplier 2236,Service Provider,Low,Non-Compliance with Standards,"45-day payment, 10-day delivery",Poor,Include compliance monitoring,Yes,"1.69% defect rate, Meets standards","$68.34/unit, $5595.3 total cost"
S2237,Supplier 2237,Manufacturer,Low,Late Delivery,"45-day payment, 10-day delivery",Fair,Adjust delivery schedules,No,"3.71% defect rate, Meets standards","$65.84/unit, $6623.69 total cost"
S2238,Supplier 2238,Retailer,High,Late Delivery,"30-day payment, 5-day delivery",Poor,"Seek alternative suppliers, Adjust delivery schedules, Include compliance monitoring",No,"1.47% defect rate, Meets standards","$62.97/unit, $6641.09 total cost"
S2239,Supplier 2239,Service Provider,Low,Late Delivery,"60-day payment, 7-day delivery",Poor,Seek alternative suppliers,Yes,"4.58% defect rate, Meets standards","$57.35/unit, $6386.17 total cost"
S2240,Supplier 2240,Distributor,Low,,"45-day payment, 10-day delivery",Good,Seek alternative suppliers,No,"3.51% defect rate, Meets standards","$51.85/unit, $6905.44 total cost"
S2241,Supplier 2241,Distributor,Medium,Late Delivery,"45-day payment, 10-day delivery",Poor,"Include compliance monitoring, Adjust delivery schedules",Yes,"3.31% defect rate, Meets standards","$68.78/unit, $5180.27 total cost"
S2242,Supplier 2242,Distributor,Medium,Late Delivery,"60-day payment, 7-day delivery",Good,"Adjust delivery schedules, Include penalty clauses for late delivery",Yes,"1.75% defect rate, Meets standards","$55.69/unit, $6890.46 total cost"
S2243,Supplier 2243,Retailer,High,Non-Compliance with Standards,"60-day payment, 7-day delivery",Poor,"Include penalty clauses for late delivery, Include compliance monitoring, Adjust delivery schedules",No,"3.96% defect rate, Meets standards","$53.66/unit, $5305.79 total cost"
S2244,Supplier 2244,Manufacturer,High,Late Delivery,"60-day payment, 7-day delivery",Excellent,"Include compliance monitoring, Include penalty clauses for late delivery, Seek alternative suppliers",Yes,"1.94% defect rate, Meets standards","$68.96/unit, $6447.88 total cost"
S2245,Supplier 2245,Manufacturer,High,,"45-day payment, 10-day delivery",Good,"Include penalty clauses for late delivery, Include compliance monitoring, Adjust delivery schedules",No,"4.19% defect rate, Meets standards","$61.94/unit, $5890.69 total cost"
S2246,Supplier 2246,Manufacturer,Low,,"60-day payment, 7-day delivery",Excellent,Include penalty clauses for late delivery,Yes,"4.12% defect rate, Meets standards","$69.1/unit, $6051.46 total cost"
S2247,Supplier 2247,Retailer,Medium,,"60-day payment, 7-day delivery",Poor,"Adjust delivery schedules, Seek alternative suppliers",No,"4.76% defect rate, Meets standards","$66.59/unit, $5763.09 total cost"
S2248,Supplier 2248,Manufacturer,High,Late Delivery,"30-day payment, 5-day delivery",Fair,"Include compliance monitoring, Seek alternative suppliers, Adjust delivery schedules",No,"4.13% defect rate, Meets standards","$55.82/unit, $5715.4 total cost"
S2249,Supplier 2249,Service Provider,Medium,Substandard Quality,"60-day payment, 7-day delivery",Excellent,"Seek alternative suppliers, Adjust delivery schedules",No,"2.46% defect rate, Meets standards","$63.32/unit, $6204.42 total cost"
S2250,Supplier 2250,Retailer,Low,Late Delivery,"45-day payment, 10-day delivery",Good,Include penalty clauses for late delivery,Yes,"3.04% defect rate, Meets standards","$62.16/unit, $6193.04 total cost"
S2251,Supplier 2251,Service Provider,Medium,Late Delivery,"45-day payment, 10-day delivery",Poor,"Include penalty clauses for late delivery, Include compliance monitoring",No,"3.51% defect rate, Meets standards","$57.95/unit, $6427.55 total cost"
S2252,Supplier 2252,Distributor,Low,Substandard Quality,"30-day payment, 5-day delivery",Excellent,Adjust delivery schedules,No,"2.07% defect rate, Meets standards","$60.84/unit, $6433.25 total cost"
S2253,Supplier 2253,Distributor,High,Late Delivery,"45-day payment, 10-day delivery",Fair,"Include penalty clauses for late delivery, Adjust delivery schedules, Include compliance monitoring",No,"4.2% defect rate, Meets standards","$60.56/unit, $5059.47 total cost"
S2254,Supplier 2254,Distributor,Low,Non-Compliance with Standards,"45-day payment, 10-day delivery",Good,Seek alternative suppliers,Yes,"2.32% defect rate, Meets standards","$51.3/unit, $6083.7 total cost"
S2255,Supplier 2255,Manufacturer,Low,Late Delivery,"30-day payment, 5-day delivery",Fair,Seek alternative suppliers,Yes,"1.52% defect rate, Meets standards","$53.59/unit, $6331.63 total cost"
S2256,Supplier 2256,Retailer,Low,Substandard Quality,"60-day payment, 7-day delivery",Poor,Include compliance monitoring,Yes,"1.24% defect rate, Meets standards","$60.91/unit, $6558.34 total cost"
S2257,Supplier 2257,Service Provider,Low,Late Delivery,"60-day payment, 7-day delivery",Excellent,Seek alternative suppliers,Yes,"3.64% defect rate, Meets standards","$50.87/unit, $6777.34 total cost"
S2258,Supplier 2258,Distributor,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Excellent,"Include penalty clauses for late delivery, Include compliance monitoring, Adjust delivery schedules",Yes,"2.06% defect rate, Meets standards","$66.2/unit, $5652.01 total cost"
S2259,Supplier 2259,Retailer,Medium,Late Delivery,"30-day payment, 5-day delivery",Good,"Seek alternative suppliers, Adjust delivery schedules",Yes,"4.41% defect rate, Meets standards","$57.85/unit, $5787.61 total cost"
S2260,Supplier 2260,Service Provider,High,,"60-day payment, 7-day delivery",Fair,"Seek alternative suppliers, Include compliance monitoring, Adjust delivery schedules",Yes,"4.09% defect rate, Meets standards","$51.51/unit, $5197.71 total cost"
S2261,Supplier 2261,Retailer,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Poor,"Adjust delivery schedules, Include penalty clauses for late delivery, Seek alternative suppliers",Yes,"1.46% defect rate, Meets standards","$66.83/unit, $5889.1 total cost"
S2262,Supplier 2262,Manufacturer,Low,,"60-day payment, 7-day delivery",Fair,Seek alternative suppliers,No,"3.22% defect rate, Meets standards","$51.37/unit, $6831.64 total cost"
S2263,Supplier 2263,Manufacturer,High,,"45-day payment, 10-day delivery",Excellent,"Adjust delivery schedules, Seek alternative suppliers, Include compliance monitoring",Yes,"4.87% defect rate, Meets standards","$53.37/unit, $5590.46 total cost"
S2264,Supplier 2264,Retailer,Low,Non-Compliance with Standards,"60-day payment, 7-day delivery",Good,Include compliance monitoring,No,"4.32% defect rate, Meets standards","$65.33/unit, $5476.13 total cost"
S2265,Supplier 2265,Retailer,Medium,,"60-day payment, 7-day delivery",Fair,"Include compliance monitoring, Include penalty clauses for late delivery",No,"4.49% defect rate, Meets standards","$68.67/unit, $5330.29 total cost"
S2266,Supplier 2266,Distributor,Low,Substandard Quality,"45-day payment, 10-day delivery",Excellent,Adjust delivery schedules,No,"2.05% defect rate, Meets standards","$50.69/unit, $6161.15 total cost"
S2267,Supplier 2267,Manufacturer,Medium,Substandard Quality,"60-day payment, 7-day delivery",Excellent,"Include penalty clauses for late delivery, Include compliance monitoring",No,"3.9% defect rate, Meets standards","$51.21/unit, $6046.83 total cost"
S2268,Supplier 2268,Distributor,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Excellent,"Adjust delivery schedules, Seek alternative suppliers, Include compliance monitoring",Yes,"2.36% defect rate, Meets standards","$59.65/unit, $5893.75 total cost"
S2269,Supplier 2269,Retailer,Low,,"30-day payment, 5-day delivery",Fair,Include penalty clauses for late delivery,No,"4.31% defect rate, Meets standards","$58.4/unit, $5534.95 total cost"
S2270,Supplier 2270,Service Provider,Medium,Late Delivery,"60-day payment, 7-day delivery",Fair,"Include compliance monitoring, Adjust delivery schedules",No,"1.41% defect rate, Meets standards","$69.27/unit, $6954.86 total cost"
S2271,Supplier 2271,Service Provider,High,Substandard Quality,"30-day payment, 5-day delivery",Excellent,"Include penalty clauses for late delivery, Include compliance monitoring, Seek alternative suppliers",Yes,"3.74% defect rate, Meets standards","$58.95/unit, $5321.73 total cost"
S2272,Supplier 2272,Retailer,Medium,Substandard Quality,"45-day payment, 10-day delivery",Excellent,"Include compliance monitoring, Include penalty clauses for late delivery",Yes,"3.58% defect rate, Meets standards","$64.21/unit, $5553.95 total cost"
S2273,Supplier 2273,Retailer,Low,Non-Compliance with Standards,"60-day payment, 7-day delivery",Poor,Include compliance monitoring,Yes,"2.05% defect rate, Meets standards","$57.01/unit, $5628.06 total cost"
S2274,Supplier 2274,Distributor,Medium,,"60-day payment, 7-day delivery",Fair,"Seek alternative suppliers, Adjust delivery schedules",Yes,"3.53% defect rate, Meets standards","$53.69/unit, $5837.62 total cost"
S2275,Supplier 2275,Distributor,Medium,Substandard Quality,"60-day payment, 7-day delivery",Good,"Include compliance monitoring, Seek alternative suppliers",No,"4.64% defect rate, Meets standards","$63.79/unit, $5360.53 total cost"
S2276,Supplier 2276,Manufacturer,Medium,Late Delivery,"30-day payment, 5-day delivery",Good,"Include penalty clauses for late delivery, Include compliance monitoring",Yes,"3.46% defect rate, Meets standards","$59.11/unit, $5307.34 total cost"
S2277,Supplier 2277,Retailer,High,,"60-day payment, 7-day delivery",Fair,"Seek alternative suppliers, Include compliance monitoring, Include penalty clauses for late delivery",No,"1.74% defect rate, Meets standards","$61.38/unit, $5484.57 total cost"
S2278,Supplier 2278,Distributor,Medium,Substandard Quality,"60-day payment, 7-day delivery",Fair,"Seek alternative suppliers, Include penalty clauses for late delivery",No,"2.22% defect rate, Meets standards","$66.09/unit, $6049.27 total cost"
S2279,Supplier 2279,Distributor,Medium,,"45-day payment, 10-day delivery",Excellent,"Include penalty clauses for late delivery, Adjust delivery schedules",No,"2.41% defect rate, Meets standards","$57.07/unit, $6529.31 total cost"
S2280,Supplier 2280,Manufacturer,Medium,Late Delivery,"60-day payment, 7-day delivery",Good,"Include compliance monitoring, Adjust delivery schedules",Yes,"2.24% defect rate, Meets standards","$59.85/unit, $5555.25 total cost"
S2281,Supplier 2281,Retailer,Medium,,"60-day payment, 7-day delivery",Poor,"Include compliance monitoring, Include penalty clauses for late delivery",No,"3.74% defect rate, Meets standards","$60.14/unit, $6576.86 total cost"
S2282,Supplier 2282,Manufacturer,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Poor,Include penalty clauses for late delivery,No,"4.8% defect rate, Meets standards","$51.37/unit, $5134.44 total cost"
S2283,Supplier 2283,Service Provider,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Excellent,Adjust delivery schedules,Yes,"3.02% defect rate, Meets standards","$63.75/unit, $5468.45 total cost"
S2284,Supplier 2284,Service Provider,High,,"60-day payment, 7-day delivery",Fair,"Seek alternative suppliers, Adjust delivery schedules, Include penalty clauses for late delivery",Yes,"4.16% defect rate, Meets standards","$58.88/unit, $5843.87 total cost"
S2285,Supplier 2285,Manufacturer,Medium,Substandard Quality,"30-day payment, 5-day delivery",Excellent,"Include compliance monitoring, Seek alternative suppliers",No,"4.78% defect rate, Meets standards","$61.98/unit, $5687.05 total cost"
S2286,Supplier 2286,Service Provider,High,Substandard Quality,"60-day payment, 7-day delivery",Good,"Seek alternative suppliers, Include penalty clauses for late delivery, Adjust delivery schedules",Yes,"2.5% defect rate, Meets standards","$67.74/unit, $5554.14 total cost"
S2287,Supplier 2287,Service Provider,Medium,,"60-day payment, 7-day delivery",Excellent,"Adjust delivery schedules, Seek alternative suppliers",Yes,"1.19% defect rate, Meets standards","$55.24/unit, $5742.46 total cost"
S2288,Supplier 2288,Service Provider,Low,,"60-day payment, 7-day delivery",Excellent,Seek alternative suppliers,No,"4.01% defect rate, Meets standards","$63.47/unit, $6650.21 total cost"
S2289,Supplier 2289,Service Provider,Medium,Non-Compliance with Standards,"60-day payment, 7-day delivery",Excellent,"Seek alternative suppliers, Include compliance monitoring",Yes,"3.94% defect rate, Meets standards","$61.15/unit, $5367.77 total cost"
S2290,Supplier 2290,Manufacturer,High,Substandard Quality,"60-day payment, 7-day delivery",Fair,"Include compliance monitoring, Seek alternative suppliers, Include penalty clauses for late delivery",No,"2.21% defect rate, Meets standards","$60.82/unit, $5875.39 total cost"
S2291,Supplier 2291,Retailer,Medium,Substandard Quality,"30-day payment, 5-day delivery",Good,"Adjust delivery schedules, Include compliance monitoring",No,"2.08% defect rate, Meets standards","$68.73/unit, $6292.34 total cost"
S2292,Supplier 2292,Manufacturer,Low,Late Delivery,"45-day payment, 10-day delivery",Poor,Include penalty clauses for late delivery,Yes,"3.81% defect rate, Meets standards","$57.18/unit, $5827.99 total cost"
S2293,Supplier 2293,Manufacturer,High,Substandard Quality,"60-day payment, 7-day delivery",Good,"Include compliance monitoring, Adjust delivery schedules, Seek alternative suppliers",Yes,"1.63% defect rate, Meets standards","$51.37/unit, $6807.15 total cost"
S2294,Supplier 2294,Retailer,Medium,Non-Compliance with Standards,"60-day payment, 7-day delivery",Excellent,"Seek alternative suppliers, Include penalty clauses for late delivery",No,"4.37% defect rate, Meets standards","$56.85/unit, $5199.16 total cost"
S2295,Supplier 2295,Service Provider,Low,,"60-day payment, 7-day delivery",Good,Seek alternative suppliers,No,"4.44% defect rate, Meets standards","$50.12/unit, $5820.02 total cost"
S2296,Supplier 2296,Distributor,Medium,Non-Compliance with Standards,"60-day payment, 7-day delivery",Fair,"Include compliance monitoring, Seek alternative suppliers",No,"3.27% defect rate, Meets standards","$66.45/unit, $6910.88 total cost"
S2297,Supplier 2297,Service Provider,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Poor,Include penalty clauses for late delivery,No,"1.88% defect rate, Meets standards","$69.78/unit, $5932.0 total cost"
S2298,Supplier 2298,Distributor,High,Late Delivery,"60-day payment, 7-day delivery",Poor,"Seek alternative suppliers, Adjust delivery schedules, Include penalty clauses for late delivery",Yes,"4.8% defect rate, Meets standards","$66.26/unit, $6668.74 total cost"
S2299,Supplier 2299,Manufacturer,High,,"45-day payment, 10-day delivery",Poor,"Adjust delivery schedules, Seek alternative suppliers, Include compliance monitoring",No,"1.94% defect rate, Meets standards","$65.88/unit, $5136.89 total cost"
S2300,Supplier 2300,Manufacturer,Medium,Substandard Quality,"45-day payment, 10-day delivery",Excellent,"Include compliance monitoring, Seek alternative suppliers",No,"2.24% defect rate, Meets standards","$62.9/unit, $6464.69 total cost"
S2301,Supplier 2301,Manufacturer,Low,,"60-day payment, 7-day delivery",Fair,Adjust delivery schedules,Yes,"2.77% defect rate, Meets standards","$61.51/unit, $5556.59 total cost"
S2302,Supplier 2302,Retailer,High,Late Delivery,"60-day payment, 7-day delivery",Excellent,"Seek alternative suppliers, Include compliance monitoring, Adjust delivery schedules",Yes,"3.08% defect rate, Meets standards","$61.36/unit, $5159.83 total cost"
S2303,Supplier 2303,Retailer,Medium,Non-Compliance with Standards,"60-day payment, 7-day delivery",Excellent,"Include compliance monitoring, Adjust delivery schedules",Yes,"2.82% defect rate, Meets standards","$58.11/unit, $6264.47 total cost"
S2304,Supplier 2304,Retailer,Medium,Non-Compliance with Standards,"45-day payment, 10-day delivery",Fair,"Adjust delivery schedules, Seek alternative suppliers",Yes,"1.0% defect rate, Meets standards","$53.47/unit, $6609.44 total cost"
S2305,Supplier 2305,Distributor,Medium,Non-Compliance with Standards,"30-day payment, 5-day delivery",Excellent,"Seek alternative suppliers, Include compliance monitoring",No,"4.45% defect rate, Meets standards","$63.06/unit, $5262.92 total cost"
S2306,Supplier 2306,Retailer,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Poor,Include penalty clauses for late delivery,Yes,"1.09% defect rate, Meets standards","$50.5/unit, $5131.99 total cost"
S2307,Supplier 2307,Retailer,Medium,Late Delivery,"30-day payment, 5-day delivery",Poor,"Adjust delivery schedules, Include compliance monitoring",No,"4.53% defect rate, Meets standards","$54.64/unit, $6859.52 total cost"
S2308,Supplier 2308,Retailer,Low,,"45-day payment, 10-day delivery",Fair,Adjust delivery schedules,Yes,"4.29% defect rate, Meets standards","$50.08/unit, $5803.32 total cost"
S2309,Supplier 2309,Service Provider,Medium,Non-Compliance with Standards,"45-day payment, 10-day delivery",Poor,"Seek alternative suppliers, Adjust delivery schedules",Yes,"4.75% defect rate, Meets standards","$59.98/unit, $5418.87 total cost"
S2310,Supplier 2310,Distributor,Low,Late Delivery,"30-day payment, 5-day delivery",Excellent,Include penalty clauses for late delivery,No,"2.26% defect rate, Meets standards","$57.13/unit, $6924.66 total cost"
S2311,Supplier 2311,Manufacturer,Medium,Substandard Quality,"60-day payment, 7-day delivery",Poor,"Include compliance monitoring, Adjust delivery schedules",No,"1.72% defect rate, Meets standards","$58.54/unit, $6872.93 total cost"
S2312,Supplier 2312,Manufacturer,Medium,Substandard Quality,"60-day payment, 7-day delivery",Fair,"Include penalty clauses for late delivery, Adjust delivery schedules",Yes,"1.22% defect rate, Meets standards","$61.47/unit, $5541.42 total cost"
S2313,Supplier 2313,Retailer,Low,,"30-day payment, 5-day delivery",Good,Include compliance monitoring,Yes,"3.75% defect rate, Meets standards","$51.52/unit, $5383.17 total cost"
S2314,Supplier 2314,Retailer,High,,"30-day payment, 5-day delivery",Good,"Include compliance monitoring, Seek alternative suppliers, Adjust delivery schedules",No,"1.63% defect rate, Meets standards","$55.26/unit, $5251.11 total cost"
S2315,Supplier 2315,Manufacturer,High,Substandard Quality,"45-day payment, 10-day delivery",Excellent,"Seek alternative suppliers, Include compliance monitoring, Include penalty clauses for late delivery",Yes,"1.67% defect rate, Meets standards","$54.6/unit, $5818.24 total cost"
S2316,Supplier 2316,Distributor,High,,"45-day payment, 10-day delivery",Good,"Include compliance monitoring, Adjust delivery schedules, Seek alternative suppliers",Yes,"1.92% defect rate, Meets standards","$67.73/unit, $6546.97 total cost"
S2317,Supplier 2317,Distributor,Low,Late Delivery,"45-day payment, 10-day delivery",Poor,Include compliance monitoring,No,"2.11% defect rate, Meets standards","$64.82/unit, $5694.35 total cost"
S2318,Supplier 2318,Service Provider,High,Substandard Quality,"30-day payment, 5-day delivery",Fair,"Adjust delivery schedules, Include compliance monitoring, Include penalty clauses for late delivery",No,"1.85% defect rate, Meets standards","$53.72/unit, $5498.1 total cost"
S2319,Supplier 2319,Manufacturer,Medium,Substandard Quality,"30-day payment, 5-day delivery",Poor,"Include penalty clauses for late delivery, Seek alternative suppliers",Yes,"3.43% defect rate, Meets standards","$66.77/unit, $6561.78 total cost"
S2320,Supplier 2320,Retailer,Low,Non-Compliance with Standards,"60-day payment, 7-day delivery",Fair,Include compliance monitoring,No,"3.04% defect rate, Meets standards","$59.85/unit, $5764.58 total cost"
S2321,Supplier 2321,Retailer,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Fair,"Seek alternative suppliers, Include compliance monitoring, Adjust delivery schedules",No,"3.6% defect rate, Meets standards","$66.25/unit, $5125.46 total cost"
S2322,Supplier 2322,Retailer,Medium,,"60-day payment, 7-day delivery",Fair,"Adjust delivery schedules, Seek alternative suppliers",Yes,"3.57% defect rate, Meets standards","$64.63/unit, $5887.71 total cost"
S2323,Supplier 2323,Manufacturer,Medium,Late Delivery,"60-day payment, 7-day delivery",Poor,"Seek alternative suppliers, Adjust delivery schedules",No,"4.42% defect rate, Meets standards","$57.23/unit, $6720.27 total cost"
S2324,Supplier 2324,Distributor,Low,Late Delivery,"60-day payment, 7-day delivery",Excellent,Include compliance monitoring,Yes,"1.15% defect rate, Meets standards","$62.04/unit, $6976.07 total cost"
S2325,Supplier 2325,Distributor,High,Substandard Quality,"45-day payment, 10-day delivery",Fair,"Seek alternative suppliers, Include compliance monitoring, Adjust delivery schedules",Yes,"3.23% defect rate, Meets standards","$61.99/unit, $6155.1 total cost"
S2326,Supplier 2326,Manufacturer,Medium,Non-Compliance with Standards,"30-day payment, 5-day delivery",Excellent,"Adjust delivery schedules, Seek alternative suppliers",No,"2.54% defect rate, Meets standards","$68.4/unit, $5792.46 total cost"
S2327,Supplier 2327,Distributor,High,Non-Compliance with Standards,"45-day payment, 10-day delivery",Good,"Seek alternative suppliers, Adjust delivery schedules, Include penalty clauses for late delivery",Yes,"4.16% defect rate, Meets standards","$51.92/unit, $6121.35 total cost"
S2328,Supplier 2328,Retailer,Medium,Substandard Quality,"45-day payment, 10-day delivery",Good,"Include compliance monitoring, Seek alternative suppliers",No,"1.91% defect rate, Meets standards","$66.79/unit, $5766.74 total cost"
S2329,Supplier 2329,Retailer,Medium,Substandard Quality,"45-day payment, 10-day delivery",Good,"Seek alternative suppliers, Include compliance monitoring",Yes,"3.44% defect rate, Meets standards","$57.87/unit, $5575.28 total cost"
S2330,Supplier 2330,Service Provider,Low,Substandard Quality,"60-day payment, 7-day delivery",Good,Adjust delivery schedules,No,"2.08% defect rate, Meets standards","$52.81/unit, $6470.63 total cost"
S2331,Supplier 2331,Manufacturer,High,,"60-day payment, 7-day delivery",Fair,"Include penalty clauses for late delivery, Adjust delivery schedules, Include compliance monitoring",Yes,"1.94% defect rate, Meets standards","$55.72/unit, $5417.71 total cost"
S2332,Supplier 2332,Retailer,Medium,Late Delivery,"60-day payment, 7-day delivery",Fair,"Include compliance monitoring, Seek alternative suppliers",Yes,"2.31% defect rate, Meets standards","$53.49/unit, $5231.8 total cost"
S2333,Supplier 2333,Distributor,High,Late Delivery,"30-day payment, 5-day delivery",Excellent,"Include penalty clauses for late delivery, Adjust delivery schedules, Seek alternative suppliers",No,"1.25% defect rate, Meets standards","$51.78/unit, $6642.37 total cost"
S2334,Supplier 2334,Manufacturer,High,,"30-day payment, 5-day delivery",Fair,"Include compliance monitoring, Adjust delivery schedules, Seek alternative suppliers",Yes,"3.99% defect rate, Meets standards","$55.23/unit, $5106.86 total cost"
S2335,Supplier 2335,Service Provider,High,Non-Compliance with Standards,"30-day payment, 5-day delivery",Poor,"Include compliance monitoring, Include penalty clauses for late delivery, Seek alternative suppliers",Yes,"4.53% defect rate, Meets standards","$58.89/unit, $5171.26 total cost"
S2336,Supplier 2336,Service Provider,Low,Non-Compliance with Standards,"30-day payment, 5-day delivery",Poor,Include penalty clauses for late delivery,Yes,"1.07% defect rate, Meets standards","$64.26/unit, $5873.88 total cost"
S2337,Supplier 2337,Manufacturer,Medium,Non-Compliance with Standards,"45-day payment, 10-day delivery",Poor,"Include compliance monitoring, Include penalty clauses for late delivery",Yes,"3.61% defect rate, Meets standards","$69.06/unit, $6999.6 total cost"
S2338,Supplier 2338,Distributor,High,,"60-day payment, 7-day delivery",Good,"Adjust delivery schedules, Include penalty clauses for late delivery, Include compliance monitoring",Yes,"3.25% defect rate, Meets standards","$53.76/unit, $5214.08 total cost"
S2339,Supplier 2339,Manufacturer,Low,,"60-day payment, 7-day delivery",Excellent,Adjust delivery schedules,Yes,"4.62% defect rate, Meets standards","$51.81/unit, $5758.9 total cost"
S2340,Supplier 2340,Manufacturer,High,Late Delivery,"45-day payment, 10-day delivery",Poor,"Include penalty clauses for late delivery, Include compliance monitoring, Adjust delivery schedules",Yes,"3.74% defect rate, Meets standards","$57.92/unit, $5197.78 total cost"
